 -13.00000, -76.69927,  39.13503
 -76.70477,  39.13865
 -76.70524,  39.13953
 -76.70615,  39.14402
 -76.70634,  39.14851
 -76.70668,  39.15302
 -76.71058,  39.15482
 -76.71450,  39.15751
 -76.71638,  39.15934
 -76.71960,  39.16200
 -76.72218,  39.16367
 -76.72798,  39.16301
 -76.73378,  39.16367
 -76.73692,  39.16649
 -76.73733,  39.17099
 -76.73476,  39.17548
 -76.73380,  39.17622
 -76.72800,  39.17765
 -76.72220,  39.17970
 -76.72207,  39.17999
 -76.72220,  39.18003
 -76.72800,  39.18104
 -76.73380,  39.18225
 -76.73946,  39.18447
 -76.73960,  39.18457
 -76.74334,  39.18897
 -76.74541,  39.19143
 -76.74806,  39.19346
 -76.75121,  39.19442
 -76.75603,  39.19795
 -76.75596,  39.20245
 -76.75123,  39.20568
 -76.74543,  39.20586
 -76.73962,  39.20625
 -76.73932,  39.20696
 -76.73890,  39.21146
 -76.73963,  39.21240
 -76.74544,  39.21409
 -76.75042,  39.21594
 -76.75124,  39.21629
 -76.75424,  39.22044
 -76.75500,  39.22493
 -76.75528,  39.22943
 -76.75659,  39.23392
 -76.75707,  39.23620
 -76.75813,  39.23842
 -76.75707,  39.24052
 -76.75636,  39.24292
 -76.75127,  39.24519
 -76.74687,  39.24742
 -76.74548,  39.24947
 -76.74435,  39.25191
 -76.74308,  39.25642
 -76.73968,  39.25844
 -76.73847,  39.26091
 -76.73968,  39.26343
 -76.74233,  39.26541
 -76.73969,  39.26895
 -76.73949,  39.26991
 -76.73969,  39.27041
 -76.74439,  39.27440
 -76.74545,  39.27890
 -76.74447,  39.28339
 -76.73970,  39.28588
 -76.73389,  39.28359
 -76.72808,  39.28516
 -76.72227,  39.28749
 -76.72046,  39.28791
 -76.71647,  39.28991
 -76.71066,  39.29240
 -76.71066,  39.29241
 -76.70485,  39.29565
 -76.69904,  39.29629
 -76.69714,  39.29690
 -76.69503,  39.30140
 -76.69324,  39.30393
 -76.69133,  39.30590
 -76.68742,  39.30837
 -76.68430,  39.31039
 -76.68161,  39.31388
 -76.68112,  39.31490
 -76.67903,  39.31939
 -76.67580,  39.32356
 -76.67549,  39.32388
 -76.67231,  39.32838
 -76.67010,  39.33288
 -76.66999,  39.33295
 -76.66950,  39.33288
 -76.66418,  39.33135
 -76.65836,  39.33023
 -76.65765,  39.32838
 -76.65836,  39.32647
 -76.66007,  39.32388
 -76.65836,  39.32080
 -76.65255,  39.32045
 -76.64879,  39.32388
 -76.64674,  39.32569
 -76.64539,  39.32838
 -76.64421,  39.33287
 -76.64092,  39.33682
 -76.63596,  39.33287
 -76.63511,  39.33202
 -76.63294,  39.32838
 -76.62930,  39.32612
