00003, -74.9184,  39.7244,     392.
00006, -73.9581,  40.2486,     541.
00009, -74.8013,  39.7472,    1923.
00012, -74.2964,  39.7517,     100.
00015, -73.9281,  39.6980,     919.
00018, -74.5724,  39.6670,     506.
00021, -74.7104,  39.6018,    1668.
00024, -74.0640,  39.6116,    1356.
00027, -73.6441,  39.6523,    1143.
00030, -72.7466,  39.9839,    1187.
00033, -73.8329,  39.4462,    1187.
00036, -74.6712,  39.8804,    1726.
00039, -73.7839,  39.7654,     869.
00042, -73.5989,  39.8493,     838.
00045, -74.8416,  39.4816,    1839.
00048, -73.7124,  39.8599,     965.
00051, -74.0502,  39.7796,     951.
00054, -74.4945,  39.8380,    1546.
00057, -74.1608,  40.0550,     689.
00060, -74.6166,  39.7105,     156.
00063, -74.3332,  39.9345,     140.
00066, -74.8803,  39.9182,    1544.
00069, -73.9688,  39.8494,     751.
00072, -75.0663,  39.6989,     246.
00075, -74.3544,  39.6623,    1597.
00078, -75.0697,  39.5389,    1598.
00081, -74.2417,  39.7809,    1051.
00084, -74.2444,  39.7455,    1540.
00087, -75.1322,  39.7605,     177.
00090, -74.9396,  39.8530,     987.
00093, -74.9434,  39.6327,     226.
00096, -74.0643,  39.7076,     530.
00099, -73.8803,  39.7086,    1133.
00102, -73.8794,  39.7841,    1126.
00105, -74.1713,  39.6642,    1224.
00108, -73.6283,  39.6863,    1202.
00111, -74.3869,  39.5484,    1689.
00114, -74.6332,  39.6005,     975.
00117, -74.8486,  39.7887,    2169.
00120, -73.8638,  39.7185,    1514.
00123, -74.2581,  39.7480,    1044.
00126, -73.9542,  39.6618,    1224.
00129, -74.0491,  39.7681,    1283.
00132, -74.1289,  39.8828,    1571.
00135, -74.8311,  39.7582,    1278.
00138, -74.1913,  39.7066,    1559.
00141, -74.3470,  39.8239,    1284.
00144, -73.8469,  40.0519,     602.
00147, -74.8071,  39.6607,     899.
00150, -75.3059,  39.7975,    1203.
00153, -74.4451,  39.7714,     260.
00156, -74.4210,  39.5956,     362.
00159, -74.4233,  39.5643,    1442.
00162, -75.1404,  39.7994,     737.
00165, -72.9469,  39.9394,    1024.
00168, -73.5329,  39.6156,    1338.
00171, -74.7830,  39.6464,    2025.
00174, -75.1575,  39.6693,     901.
00177, -74.6754,  39.8956,     365.
00180, -74.6677,  39.7504,     233.
00183, -74.8622,  39.7374,     625.
00186, -74.5653,  39.5590,     439.
00189, -74.4378,  39.7415,     159.
00192, -74.2573,  39.5868,     757.
00195, -72.7505,  39.9154,     872.
00198, -74.6024,  39.6539,    1599.
00201, -74.3646,  39.9805,     544.
00204, -75.0613,  39.6905,    1632.
00207, -73.7655,  39.8101,     957.
00210, -73.5639,  39.7640,     994.
00213, -73.5623,  39.7636,    1038.
00216, -74.3747,  39.6160,     967.
00219, -75.0740,  39.7590,     287.
00222, -74.5923,  39.6502,    1710.
00225, -74.7478,  39.9417,     693.
00228, -73.6597,  39.8682,     860.
00231, -74.7885,  39.7367,     424.
00234, -74.3032,  39.6199,    1535.
00237, -74.2942,  39.7850,    1709.
00240, -74.1040,  39.8130,     608.
00243, -75.4387,  39.8131,     894.
00246, -74.5794,  39.6787,     565.
00249, -75.1384,  39.5573,     728.
00252, -74.1676,  39.6430,    1225.
00255, -73.7394,  39.7071,     586.
00258, -73.9397,  39.5977,    1656.
00261, -74.9580,  39.9470,    2000.
00264, -73.7960,  39.7475,    1161.
00267, -74.6571,  39.8427,       5.
00270, -74.1951,  40.0071,      97.
00273, -75.0995,  39.6705,     922.
00276, -74.4332,  39.6305,      93.
00279, -73.8347,  39.6543,    1270.
00282, -73.7896,  39.7853,     815.
00285, -74.8154,  39.5934,    1038.
00288, -74.7241,  39.7389,    1459.
00291, -74.2068,  39.8366,    1379.
00294, -74.2184,  39.9396,     856.
00297, -74.5833,  39.9756,    1705.
00300, -75.4908,  39.7619,    1564.
00303, -74.8941,  39.7410,    2033.
00306, -74.5113,  39.6967,     539.
00309, -75.0789,  39.6927,    2154.
00312, -74.2487,  39.7765,    1127.
00315, -73.8759,  39.3794,    1191.
00318, -75.0482,  39.8167,     134.
00321, -74.3275,  39.6255,    1613.
00324, -74.3891,  39.8010,     197.
00327, -74.2407,  39.7910,     779.
00330, -74.5230,  39.6517,     901.
00333, -74.2069,  39.8708,    1006.
00336, -74.3775,  39.5759,     906.
00339, -74.3341,  39.4631,     411.
00342, -73.9715,  39.5578,    1130.
00345, -73.7451,  39.7969,     893.
00348, -74.1017,  39.9263,     625.
00351, -74.1081,  39.8918,    1307.
00354, -75.0815,  39.7876,     348.
00357, -74.8268,  39.8020,     745.
00360, -73.9513,  39.9334,     844.
00363, -73.3389,  39.7538,    1301.
00366, -74.6625,  39.4822,    2229.
00369, -74.0099,  39.7265,    1395.
00372, -74.0938,  39.6470,    1327.
00375, -74.1270,  39.9473,    1364.
00378, -72.2731,  40.0733,    1715.
00381, -73.9042,  39.6542,    1304.
00384, -75.1700,  39.7389,      77.
00387, -75.0800,  39.6179,    1172.
00390, -74.3571,  39.8455,     178.
00393, -72.9995,  39.9640,    1204.
00396, -74.1233,  39.7506,     632.
00399, -73.2126,  39.5299,    1307.
00402, -75.1375,  39.7777,     383.
00405, -74.7874,  39.8518,    1821.
00408, -74.2385,  39.8230,     566.
00411, -74.3359,  39.7539,    1919.
00414, -75.1439,  39.8795,      91.
00417, -74.8047,  39.7921,    1459.
00420, -73.5372,  39.5553,     912.
00423, -73.7892,  39.6302,     900.
00426, -74.3744,  39.6033,    1760.
00429, -74.3452,  39.8440,     793.
00432, -73.9432,  40.0658,     614.
00435, -73.4413,  39.7957,     997.
00438, -73.8986,  39.4365,    1668.
00441, -74.0693,  39.6342,    1094.
00444, -72.9062,  39.9733,    1205.
00447, -74.3963,  39.6903,     826.
00450, -73.9270,  39.7098,    1125.
00453, -74.5432,  39.6645,    1057.
00456, -73.6688,  39.8749,     876.
00459, -73.0995,  39.9091,    1249.
00462, -74.4292,  39.8266,      71.
00465, -74.2530,  39.9443,     802.
00468, -74.4233,  39.6013,     595.
00471, -74.8580,  39.8560,    1383.
00474, -73.3208,  40.1243,     703.
00477, -74.8086,  39.5832,    1753.
00480, -74.5735,  39.6393,    1112.
00483, -75.0670,  39.6945,     691.
00486, -74.6345,  39.7837,     900.
00489, -74.1739,  39.8230,    1053.
00492, -74.6400,  39.6910,     868.
00495, -74.1211,  39.6118,    1662.
00498, -73.0930,  39.7432,    1125.
00501, -73.5584,  39.8448,    1079.
00504, -74.6075,  39.5616,    1716.
00507, -74.1553,  39.6786,    1765.
00510, -73.6676,  39.8617,     758.
00513, -74.0607,  39.5951,     893.
00516, -74.6084,  39.6246,    1211.
00519, -73.7111,  40.1235,      28.
00522, -73.4978,  39.4933,    1539.
00525, -74.7483,  39.8222,     144.
00528, -74.7007,  39.7152,    1865.
00531, -74.1320,  39.6900,     751.
00534, -73.7538,  39.7401,    1288.
00537, -73.9917,  39.9320,    1106.
00540, -74.2578,  39.6337,    1990.
00543, -73.9493,  39.7549,    1162.
00546, -74.1734,  39.6597,    1409.
00549, -74.6639,  39.7048,    1748.
00552, -74.5182,  39.7832,     963.
00555, -74.2623,  39.7007,     191.
00558, -74.4910,  39.4328,    1240.
00561, -74.2061,  39.6109,    1399.
00564, -74.2569,  39.7585,     946.
00567, -75.5062,  40.0807,     242.
00570, -75.1913,  39.5471,     831.
00573, -74.0321,  39.6703,    1790.
00576, -74.2518,  39.6681,    1007.
00579, -74.2018,  39.5517,    1110.
00582, -74.3708,  39.5965,     943.
00585, -74.7739,  39.6196,    1012.
00588, -74.3828,  39.6844,    1317.
00591, -74.6637,  39.8032,     865.
00594, -74.8622,  39.6089,    1520.
00597, -73.5338,  39.7251,    1029.
00600, -74.5460,  39.6750,    1274.
00603, -75.2490,  39.8367,     855.
00606, -74.2814,  39.6798,     711.
00609, -74.3622,  39.8888,     782.
00612, -73.2212,  39.9812,    1173.
00615, -74.8134,  39.8930,    1168.
00618, -74.7904,  39.6898,    1685.
00621, -74.7260,  39.5337,      65.
00624, -74.6020,  39.8517,    1591.
00627, -74.3839,  39.5520,    1146.
00630, -74.2296,  39.9816,     141.
00633, -74.8036,  40.0550,     444.
00636, -73.4930,  39.6270,    1203.
00639, -74.4524,  39.8344,     251.
00642, -74.8959,  39.7077,    1741.
00645, -74.7445,  39.7792,     492.
00648, -73.6671,  39.7319,     761.
00651, -74.8675,  39.7075,    1877.
00654, -73.9929,  39.5778,    1746.
00657, -72.7420,  40.0311,    1020.
00660, -74.3737,  39.6067,    1716.
00663, -74.3340,  39.8862,    1279.
00666, -74.3410,  39.7198,    1338.
00669, -74.2643,  39.7560,     612.
00672, -72.5802,  40.0366,    1449.
00675, -74.6123,  39.8202,     688.
00678, -74.2275,  39.9517,    1617.
00681, -75.4034,  39.8161,    1593.
00684, -74.9225,  39.6623,    1411.
00687, -74.8701,  39.6884,    1865.
00690, -72.2835,  40.3622,    1625.
00693, -72.4675,  39.9417,    1509.
00696, -72.6545,  39.9512,    1333.
00699, -74.4627,  39.7598,     411.
00702, -74.9785,  39.8969,    1856.
00705, -74.3641,  39.8012,     974.
00708, -74.2295,  39.7608,    1009.
00711, -73.6923,  39.7832,     553.
